!OMP_NUM_THREADS key E v kr eta mu conf
2 1534 9.86643E+09 0.32592 0.05123 0.43240 25.33860 5.0E+5
2 1535 9.86643E+08 0.42592 0.19409 0.54351 30.79320 5.0E+5
2 1536 9.86643E+10 0.04592 0.33694 0.65463 36.24780 5.0E+5
2 1537 1.01354E+07 0.14592 0.47980 0.76574 41.70180 5.0E+5
2 1538 1.01354E+09 0.24592 0.62266 0.87685 47.15640 5.0E+5
2 1539 1.01354E+08 0.34592 0.76551 0.98796 52.61100 5.0E+5
2 1540 1.01354E+10 0.44592 0.90837 0.00168 58.06560 5.0E+5
2 1541 3.20509E+07 0.06592 0.07164 0.11279 4.01640 5.0E+5
2 1542 3.20509E+09 0.16592 0.21449 0.22390 9.47040 5.0E+5
2 1543 3.20509E+08 0.26592 0.35735 0.33501 14.92500 5.0E+5
2 1544 3.20509E+10 0.36592 0.50021 0.44612 20.37960 5.0E+5
2 1545 1.80235E+07 0.46592 0.64307 0.55723 25.83420 5.0E+5
2 1546 1.80235E+09 0.08592 0.78592 0.66834 31.28880 5.0E+5
2 1547 1.80235E+08 0.18592 0.92878 0.77945 36.74340 5.0E+5
2 1548 1.80235E+10 0.28592 0.09204 0.89057 42.19800 5.0E+5
2 1549 5.69954E+07 0.38592 0.23490 0.01402 47.65260 5.0E+5
2 1550 5.69954E+09 0.48592 0.37776 0.12513 53.10720 5.0E+5
2 1551 5.69954E+08 0.00992 0.52062 0.23624 58.56180 5.0E+5
2 1552 5.69954E+10 0.10992 0.66347 0.34736 4.51200 5.0E+5
2 1553 1.35157E+07 0.20992 0.80633 0.45847 9.96660 5.0E+5
2 1554 1.35157E+09 0.30992 0.94919 0.56958 15.42120 5.0E+5
2 1555 1.35157E+08 0.40992 0.11245 0.68069 20.87580 5.0E+5
2 1556 1.35157E+10 0.02992 0.25531 0.79180 26.33040 5.0E+5
2 1557 4.27405E+07 0.12992 0.39817 0.90291 31.78500 5.0E+5
2 1558 4.27405E+09 0.22992 0.54102 0.02637 37.23900 5.0E+5
2 1559 4.27405E+08 0.32992 0.68388 0.13748 42.69360 5.0E+5
2 1560 4.27405E+10 0.42992 0.82674 0.24859 48.14820 5.0E+5
2 1561 2.40348E+07 0.04992 0.96960 0.35970 53.60280 5.0E+5
2 1562 2.40348E+09 0.14992 0.13286 0.47081 59.05740 5.0E+5
2 1563 2.40348E+08 0.24992 0.27572 0.58192 5.00760 5.0E+5
2 1564 2.40348E+10 0.34992 0.41858 0.69303 10.46220 5.0E+5
2 1565 7.60046E+07 0.44992 0.56143 0.80415 15.91680 5.0E+5
2 1566 7.60046E+09 0.06992 0.70429 0.91526 21.37140 5.0E+5
2 1567 7.60046E+08 0.16992 0.84715 0.03871 26.82600 5.0E+5
2 1568 7.60046E+10 0.26992 0.99000 0.14982 32.28060 5.0E+5
2 1569 1.17047E+07 0.36992 0.01333 0.26094 37.73520 5.0E+5
2 1570 1.17047E+09 0.46992 0.15618 0.37205 43.18980 5.0E+5
2 1571 1.17047E+08 0.08992 0.29904 0.48316 48.64440 5.0E+5
2 1572 1.17047E+10 0.18992 0.44190 0.59427 54.09900 5.0E+5
2 1573 3.70135E+07 0.28992 0.58476 0.70538 59.55360 5.0E+5
2 1574 3.70135E+09 0.38992 0.72761 0.81649 0.09420 5.0E+5
2 1575 3.70135E+08 0.48992 0.87047 0.92760 5.54880 5.0E+5
2 1576 3.70135E+10 0.01392 0.03374 0.05106 11.00340 5.0E+5
2 1577 2.08142E+07 0.11392 0.17659 0.16217 16.45800 5.0E+5
2 1578 2.08142E+09 0.21392 0.31945 0.27328 21.91260 5.0E+5
2 1579 2.08142E+08 0.31392 0.46231 0.38439 27.36720 5.0E+5
2 1580 2.08142E+10 0.41392 0.60516 0.49550 32.82180 5.0E+5
2 1581 6.58203E+07 0.03392 0.74802 0.60661 38.27580 5.0E+5
2 1582 6.58203E+09 0.13392 0.89088 0.71773 43.73040 5.0E+5
2 1583 6.58203E+08 0.23392 0.05414 0.82884 49.18500 5.0E+5
2 1584 6.58203E+10 0.33392 0.19700 0.93995 54.63960 5.0E+5
2 1585 1.56085E+07 0.43392 0.33986 0.06340 0.59040 5.0E+5
2 1586 1.56085E+09 0.05392 0.48272 0.17452 6.04440 5.0E+5
2 1587 1.56085E+08 0.15392 0.62557 0.28563 11.49900 5.0E+5
2 1588 1.56085E+10 0.25392 0.76843 0.39674 16.95360 5.0E+5
2 1589 4.93583E+07 0.35392 0.91129 0.50785 22.40820 5.0E+5
2 1590 4.93583E+09 0.45392 0.07455 0.61896 27.86280 5.0E+5
2 1591 4.93583E+08 0.07392 0.21741 0.73007 33.31740 5.0E+5
2 1592 4.93583E+10 0.17392 0.36027 0.84118 38.77200 5.0E+5
2 1593 2.77562E+07 0.27392 0.50312 0.95229 44.22660 5.0E+5
2 1594 2.77562E+09 0.37392 0.64598 0.07575 49.68120 5.0E+5
2 1595 2.77562E+08 0.47392 0.78884 0.18686 55.13580 5.0E+5
2 1596 2.77562E+10 0.09392 0.93170 0.29797 1.08600 5.0E+5
2 1597 8.77728E+07 0.19392 0.09496 0.40908 6.54060 5.0E+5
2 1598 8.77728E+09 0.29392 0.23782 0.52020 11.99520 5.0E+5
2 1599 8.77728E+08 0.39392 0.38067 0.63131 17.44980 5.0E+5
2 1600 8.77728E+10 0.49392 0.52353 0.74242 22.90440 5.0E+5
2 1601 1.08923E+07 0.01792 0.66639 0.85353 28.35900 5.0E+5
2 1602 1.08923E+09 0.11792 0.80925 0.96464 33.81300 5.0E+5
2 1603 1.08923E+08 0.21792 0.95210 0.08810 39.26760 5.0E+5
2 1604 1.08923E+10 0.31792 0.11537 0.19921 44.72220 5.0E+5
2 1605 3.44445E+07 0.41792 0.25823 0.31032 50.17680 5.0E+5
2 1606 3.44445E+09 0.03792 0.40108 0.42143 55.63140 5.0E+5
2 1607 3.44445E+08 0.13792 0.54394 0.53254 1.58160 5.0E+5
2 1608 3.44445E+10 0.23792 0.68680 0.64365 7.03620 5.0E+5
2 1609 1.93696E+07 0.33792 0.82965 0.75476 12.49080 5.0E+5
2 1610 1.93696E+09 0.43792 0.97251 0.86587 17.94540 5.0E+5
2 1611 1.93696E+08 0.05792 0.13578 0.97699 23.40000 5.0E+5
2 1612 1.93696E+10 0.15792 0.27863 0.10044 28.85460 5.0E+5
2 1613 6.12520E+07 0.25792 0.42149 0.21155 34.30920 5.0E+5
2 1614 6.12520E+09 0.35792 0.56435 0.32266 39.76380 5.0E+5
2 1615 6.12520E+08 0.45792 0.70721 0.43378 45.21840 5.0E+5
2 1616 6.12520E+10 0.07792 0.85006 0.54489 50.67300 5.0E+5
2 1617 1.45251E+07 0.17792 0.99292 0.65600 56.12760 5.0E+5
2 1618 1.45251E+09 0.27792 0.01624 0.76711 2.07780 5.0E+5
2 1619 1.45251E+08 0.37792 0.15910 0.87822 7.53240 5.0E+5
2 1620 1.45251E+10 0.47792 0.30196 0.98933 12.98700 5.0E+5
2 1621 4.59325E+07 0.09792 0.44481 0.00305 18.44160 5.0E+5
2 1622 4.59325E+09 0.19792 0.58767 0.11416 23.89620 5.0E+5
2 1623 4.59325E+08 0.29792 0.73053 0.22527 29.35020 5.0E+5
2 1624 4.59325E+10 0.39792 0.87339 0.33638 34.80480 5.0E+5
2 1625 2.58297E+07 0.49792 0.03665 0.44749 40.25940 5.0E+5
2 1626 2.58297E+09 0.00272 0.17951 0.55860 45.71400 5.0E+5
2 1627 2.58297E+08 0.10272 0.32237 0.66971 51.16860 5.0E+5
2 1628 2.58297E+10 0.20272 0.46522 0.78083 56.62320 5.0E+5
2 1629 8.16808E+07 0.30272 0.60808 0.89194 2.57340 5.0E+5
2 1630 8.16808E+09 0.40272 0.75094 0.01539 8.02800 5.0E+5
2 1631 8.16808E+08 0.02272 0.89379 0.12651 13.48260 5.0E+5
2 1632 8.16808E+10 0.12272 0.05706 0.23762 18.93720 5.0E+5
2 1633 1.25777E+07 0.22272 0.19992 0.34873 24.39180 5.0E+5
2 1634 1.25777E+09 0.32272 0.34277 0.45984 29.84640 5.0E+5
2 1635 1.25777E+08 0.42272 0.48563 0.57095 35.30100 5.0E+5
2 1636 1.25777E+10 0.04272 0.62849 0.68206 40.75560 5.0E+5
2 1637 3.97741E+07 0.14272 0.77135 0.79317 46.21020 5.0E+5
2 1638 3.97741E+09 0.24272 0.91420 0.90428 51.66480 5.0E+5
2 1639 3.97741E+08 0.34272 0.07747 0.02774 57.11880 5.0E+5
2 1640 3.97741E+10 0.44272 0.22032 0.13885 3.06960 5.0E+5
2 1641 2.23666E+07 0.06272 0.36318 0.24996 8.52420 5.0E+5
2 1642 2.23666E+09 0.16272 0.50604 0.36107 13.97880 5.0E+5
2 1643 2.23666E+08 0.26272 0.64890 0.47218 19.43280 5.0E+5
2 1644 2.23666E+10 0.36272 0.79175 0.58330 24.88740 5.0E+5
2 1645 7.07294E+07 0.46272 0.93461 0.69441 30.34200 5.0E+5
2 1646 7.07294E+09 0.08272 0.09788 0.80552 35.79660 5.0E+5
2 1647 7.07294E+08 0.18272 0.24073 0.91663 41.25120 5.0E+5
2 1648 7.07294E+10 0.28272 0.38359 0.04009 46.70580 5.0E+5
2 1649 1.67726E+07 0.38272 0.52645 0.15120 52.16040 5.0E+5
2 1650 1.67726E+09 0.48272 0.66930 0.26231 57.61500 5.0E+5
2 1651 1.67726E+08 0.00672 0.81216 0.37342 3.56520 5.0E+5
2 1652 1.67726E+10 0.10672 0.95502 0.48453 9.01980 5.0E+5
2 1653 5.30396E+07 0.20672 0.11828 0.59564 14.47440 5.0E+5
2 1654 5.30396E+09 0.30672 0.26114 0.70675 19.92900 5.0E+5
2 1655 5.30396E+08 0.40672 0.40400 0.81786 25.38360 5.0E+5
2 1656 5.30396E+10 0.02672 0.54686 0.92897 30.83820 5.0E+5
2 1657 2.98263E+07 0.12672 0.68971 0.05243 36.29280 5.0E+5
2 1658 2.98263E+09 0.22672 0.83257 0.16354 41.74740 5.0E+5
2 1659 2.98263E+08 0.32672 0.97543 0.27465 47.20140 5.0E+5
2 1660 2.98263E+10 0.42672 0.13869 0.38576 52.65600 5.0E+5
2 1661 9.43192E+07 0.04672 0.28155 0.49688 58.11060 5.0E+5
2 1662 9.43192E+09 0.14672 0.42441 0.60799 4.06140 5.0E+5
2 1663 9.43192E+08 0.24672 0.56726 0.71910 9.51600 5.0E+5
2 1664 9.43192E+10 0.34672 0.71012 0.83021 14.97000 5.0E+5
2 1665 1.05070E+07 0.44672 0.85298 0.94132 20.42460 5.0E+5
2 1666 1.05070E+09 0.06672 0.99584 0.06478 25.87920 5.0E+5
2 1667 1.05070E+08 0.16672 0.01916 0.17589 31.33380 5.0E+5
2 1668 1.05070E+10 0.26672 0.16202 0.28700 36.78840 5.0E+5
2 1669 3.32261E+07 0.36672 0.30487 0.39811 42.24300 5.0E+5
2 1670 3.32261E+09 0.46672 0.44773 0.50922 47.69760 5.0E+5
2 1671 3.32261E+08 0.08672 0.59059 0.62033 53.15220 5.0E+5
2 1672 3.32261E+10 0.18672 0.73344 0.73144 58.60680 5.0E+5
2 1673 1.86844E+07 0.28672 0.87630 0.84255 4.55700 5.0E+5
2 1674 1.86844E+09 0.38672 0.03957 0.95367 10.01160 5.0E+5
2 1675 1.86844E+08 0.48672 0.18242 0.07712 15.46620 5.0E+5
2 1676 1.86844E+10 0.01072 0.32528 0.18823 20.92080 5.0E+5
2 1677 5.90854E+07 0.11072 0.46814 0.29934 26.37540 5.0E+5
2 1678 5.90854E+09 0.21072 0.61100 0.41046 31.83000 5.0E+5
2 1679 5.90854E+08 0.31072 0.75385 0.52157 37.28460 5.0E+5
2 1680 5.90854E+10 0.41072 0.89671 0.63268 42.73860 5.0E+5
2 1681 1.40114E+07 0.03072 0.05998 0.74379 48.19320 5.0E+5
2 1682 1.40114E+09 0.13072 0.20283 0.85490 53.64780 5.0E+5
2 1683 1.40114E+08 0.23072 0.34569 0.96601 59.10240 5.0E+5
2 1684 1.40114E+10 0.33072 0.48855 0.08947 5.05320 5.0E+5
2 1685 4.43078E+07 0.43072 0.63140 0.20058 10.50720 5.0E+5
2 1686 4.43078E+09 0.05072 0.77426 0.31169 15.96180 5.0E+5
2 1687 4.43078E+08 0.15072 0.91712 0.42280 21.41640 5.0E+5
2 1688 4.43078E+10 0.25072 0.08038 0.53391 26.87100 5.0E+5
2 1689 2.49161E+07 0.35072 0.22324 0.64502 32.32560 5.0E+5
2 1690 2.49161E+09 0.45072 0.36610 0.75613 37.78020 5.0E+5
2 1691 2.49161E+08 0.07072 0.50895 0.86725 43.23480 5.0E+5
2 1692 2.49161E+10 0.17072 0.65181 0.97836 48.68940 5.0E+5
2 1693 7.87916E+07 0.27072 0.79467 0.10181 54.14400 5.0E+5
2 1694 7.87916E+09 0.37072 0.93753 0.21292 59.59860 5.0E+5
2 1695 7.87916E+08 0.47072 0.10079 0.32404 0.13920 5.0E+5
2 1696 7.87916E+10 0.09072 0.24365 0.43515 5.59380 5.0E+5
2 1697 1.21339E+07 0.19072 0.38651 0.54626 11.04840 5.0E+5
2 1698 1.21339E+09 0.29072 0.52936 0.65737 16.50300 5.0E+5
2 1699 1.21339E+08 0.39072 0.67222 0.76848 21.95760 5.0E+5
2 1700 1.21339E+10 0.49072 0.81508 0.87959 27.41220 5.0E+5
2 1701 3.83707E+07 0.01472 0.95793 0.99070 32.86680 5.0E+5
2 1702 3.83707E+09 0.11472 0.12120 0.00442 38.32140 5.0E+5
2 1703 3.83707E+08 0.21472 0.26406 0.11553 43.77540 5.0E+5
2 1704 3.83707E+10 0.31472 0.40691 0.22664 49.23000 5.0E+5
2 1705 2.15774E+07 0.41472 0.54977 0.33775 54.68460 5.0E+5
2 1706 2.15774E+09 0.03472 0.69263 0.44886 0.63540 5.0E+5
2 1707 2.15774E+08 0.13472 0.83549 0.55998 6.09000 5.0E+5
2 1708 2.15774E+10 0.23472 0.97834 0.67109 11.54400 5.0E+5
2 1709 6.82339E+07 0.33472 0.14161 0.78220 16.99860 5.0E+5
2 1710 6.82339E+09 0.43472 0.28446 0.89331 22.45320 5.0E+5
2 1711 6.82339E+08 0.05472 0.42732 0.01677 27.90780 5.0E+5
2 1712 6.82339E+10 0.15472 0.57018 0.12788 33.36240 5.0E+5
2 1713 1.61808E+07 0.25472 0.71304 0.23899 38.81700 5.0E+5
2 1714 1.61808E+09 0.35472 0.85589 0.35010 44.27160 5.0E+5
2 1715 1.61808E+08 0.45472 0.99875 0.46121 49.72620 5.0E+5
2 1716 1.61808E+10 0.07472 0.00208 0.57232 55.18080 5.0E+5
2 1717 5.11682E+07 0.17472 0.14494 0.68343 1.13100 5.0E+5
2 1718 5.11682E+09 0.27472 0.28780 0.79454 6.58560 5.0E+5
2 1719 5.11682E+08 0.37472 0.43065 0.90565 12.04020 5.0E+5
2 1720 5.11682E+10 0.47472 0.57351 0.02911 17.49480 5.0E+5
2 1721 2.87740E+07 0.09472 0.71637 0.14022 22.94940 5.0E+5
2 1722 2.87740E+09 0.19472 0.85923 0.25133 28.40400 5.0E+5
2 1723 2.87740E+08 0.29472 0.02249 0.36244 33.85860 5.0E+5
2 1724 2.87740E+10 0.39472 0.16535 0.47356 39.31260 5.0E+5
2 1725 9.09913E+07 0.49472 0.30820 0.58467 44.76720 5.0E+5
2 1726 9.09913E+09 0.01872 0.45106 0.69578 50.22180 5.0E+5
2 1727 9.09913E+08 0.11872 0.59392 0.80689 55.67640 5.0E+5
2 1728 9.09913E+10 0.21872 0.73678 0.91800 1.62720 5.0E+5
2 1729 1.12907E+07 0.31872 0.87963 0.04146 7.08120 5.0E+5
2 1730 1.12907E+09 0.41872 0.04290 0.15257 12.53580 5.0E+5
2 1731 1.12907E+08 0.03872 0.18576 0.26368 17.99040 5.0E+5
2 1732 1.12907E+10 0.13872 0.32861 0.37479 23.44500 5.0E+5
2 1733 3.57043E+07 0.23872 0.47147 0.48590 28.89960 5.0E+5
2 1734 3.57043E+09 0.33872 0.61433 0.59701 34.35420 5.0E+5
2 1735 3.57043E+08 0.43872 0.75718 0.70812 39.80880 5.0E+5
2 1736 3.57043E+10 0.05872 0.90004 0.81923 45.26340 5.0E+5
2 1737 2.00780E+07 0.15872 0.06331 0.93035 50.71800 5.0E+5
2 1738 2.00780E+09 0.25872 0.20616 0.05380 56.17260 5.0E+5
2 1739 2.00780E+08 0.35872 0.34902 0.16491 2.12280 5.0E+5
2 1740 2.00780E+10 0.45872 0.49188 0.27602 7.57740 5.0E+5
2 1741 6.34921E+07 0.07872 0.63474 0.38714 13.03200 5.0E+5
2 1742 6.34921E+09 0.17872 0.77759 0.49825 18.48660 5.0E+5
2 1743 6.34921E+08 0.27872 0.92045 0.60936 23.94120 5.0E+5
2 1744 6.34921E+10 0.37872 0.08372 0.72047 29.39580 5.0E+5
2 1745 1.50564E+07 0.47872 0.22657 0.83158 34.84980 5.0E+5
2 1746 1.50564E+09 0.09872 0.36943 0.94269 40.30440 5.0E+5
2 1747 1.50564E+08 0.19872 0.51229 0.06615 45.75900 5.0E+5
2 1748 1.50564E+10 0.29872 0.65514 0.17726 51.21360 5.0E+5
2 1749 4.76124E+07 0.39872 0.79800 0.28837 56.66820 5.0E+5
2 1750 4.76124E+09 0.49872 0.94086 0.39948 2.61840 5.0E+5
2 1751 4.76124E+08 0.00352 0.10412 0.51059 8.07300 5.0E+5
2 1752 4.76124E+10 0.10352 0.24698 0.62170 13.52760 5.0E+5
2 1753 2.67744E+07 0.20352 0.38984 0.73282 18.98220 5.0E+5
2 1754 2.67744E+09 0.30352 0.53269 0.84393 24.43680 5.0E+5
2 1755 2.67744E+08 0.40352 0.67555 0.95504 29.89140 5.0E+5
2 1756 2.67744E+10 0.02352 0.81841 0.07849 35.34600 5.0E+5
2 1757 8.46681E+07 0.12352 0.96127 0.18961 40.80060 5.0E+5
2 1758 8.46681E+09 0.22352 0.12453 0.30072 46.25520 5.0E+5
2 1759 8.46681E+08 0.32352 0.26739 0.41183 51.70980 5.0E+5
2 1760 8.46681E+10 0.42352 0.41025 0.52294 57.16440 5.0E+5
2 1761 1.30389E+07 0.04352 0.55310 0.63405 3.11460 5.0E+5
2 1762 1.30389E+09 0.14352 0.69596 0.74516 8.56920 5.0E+5
2 1763 1.30389E+08 0.24352 0.83882 0.85627 14.02380 5.0E+5
2 1764 1.30389E+10 0.34352 0.98167 0.96738 19.47840 5.0E+5
2 1765 4.12325E+07 0.44352 0.00500 0.09084 24.93300 5.0E+5
2 1766 4.12325E+09 0.06352 0.14786 0.20195 30.38700 5.0E+5
2 1767 4.12325E+08 0.16352 0.29071 0.31306 35.84160 5.0E+5
2 1768 4.12325E+10 0.26352 0.43357 0.42417 41.29620 5.0E+5
2 1769 2.31868E+07 0.36352 0.57643 0.53528 46.75080 5.0E+5
2 1770 2.31868E+09 0.46352 0.71928 0.64640 52.20540 5.0E+5
2 1771 2.31868E+08 0.08352 0.86214 0.75751 57.66000 5.0E+5
2 1772 2.31868E+10 0.18352 0.02541 0.86862 3.61020 5.0E+5
2 1773 7.33230E+07 0.28352 0.16826 0.97973 9.06480 5.0E+5
2 1774 7.33230E+09 0.38352 0.31112 0.10319 14.51940 5.0E+5
2 1775 7.33230E+08 0.48352 0.45398 0.21430 19.97400 5.0E+5
2 1776 7.33230E+10 0.00752 0.59683 0.32541 25.42860 5.0E+5
2 1777 1.73876E+07 0.10752 0.73969 0.43652 30.88320 5.0E+5
2 1778 1.73876E+09 0.20752 0.88255 0.54763 36.33780 5.0E+5
2 1779 1.73876E+08 0.30752 0.04581 0.65874 41.79240 5.0E+5
2 1780 1.73876E+10 0.40752 0.18867 0.76985 47.24700 5.0E+5
2 1781 5.49845E+07 0.02752 0.33153 0.88096 52.70160 5.0E+5
2 1782 5.49845E+09 0.12752 0.47439 0.99207 58.15560 5.0E+5
2 1783 5.49845E+08 0.22752 0.61724 0.00579 4.10640 5.0E+5
2 1784 5.49845E+10 0.32752 0.76010 0.11690 9.56100 5.0E+5
2 1785 3.09200E+07 0.42752 0.90296 0.22801 15.01560 5.0E+5
2 1786 3.09200E+09 0.04752 0.06622 0.33913 20.47020 5.0E+5
2 1787 3.09200E+08 0.14752 0.20908 0.45024 25.92420 5.0E+5
2 1788 3.09200E+10 0.24752 0.35194 0.56135 31.37880 5.0E+5
2 1789 9.77777E+07 0.34752 0.49479 0.67246 36.83340 5.0E+5
2 1790 9.77777E+09 0.44752 0.63765 0.78357 42.28800 5.0E+5
2 1791 9.77777E+08 0.06752 0.78051 0.89468 47.74260 5.0E+5
2 1792 9.77777E+10 0.16752 0.92337 0.01814 53.19720 5.0E+5
2 1793 1.03200E+07 0.26752 0.08663 0.12925 58.65180 5.0E+5
2 1794 1.03200E+09 0.36752 0.22949 0.24036 4.60200 5.0E+5
2 1795 1.03200E+08 0.46752 0.37234 0.35147 10.05660 5.0E+5
2 1796 1.03200E+10 0.08752 0.51520 0.46258 15.51120 5.0E+5
2 1797 3.26347E+07 0.18752 0.65806 0.57369 20.96580 5.0E+5
2 1798 3.26347E+09 0.28752 0.80092 0.68480 26.42040 5.0E+5
2 1799 3.26347E+08 0.38752 0.94377 0.79592 31.87500 5.0E+5
2 1800 3.26347E+10 0.48752 0.10704 0.90703 37.32960 5.0E+5
2 1801 1.83519E+07 0.01152 0.24990 0.03048 42.78420 5.0E+5
2 1802 1.83519E+09 0.11152 0.39275 0.14159 48.23880 5.0E+5
2 1803 1.83519E+08 0.21152 0.53561 0.25271 53.69280 5.0E+5
2 1804 1.83519E+10 0.31152 0.67847 0.36382 59.14740 5.0E+5
2 1805 5.80337E+07 0.41152 0.82132 0.47493 5.09820 5.0E+5
2 1806 5.80337E+09 0.03152 0.96418 0.58604 10.55280 5.0E+5
2 1807 5.80337E+08 0.13152 0.12745 0.69715 16.00740 5.0E+5
2 1808 5.80337E+10 0.23152 0.27030 0.80826 21.46140 5.0E+5
2 1809 1.37620E+07 0.33152 0.41316 0.91937 26.91600 5.0E+5
2 1810 1.37620E+09 0.43152 0.55602 0.04283 32.37060 5.0E+5
2 1811 1.37620E+08 0.05152 0.69888 0.15394 37.82520 5.0E+5
2 1812 1.37620E+10 0.15152 0.84173 0.26505 43.27980 5.0E+5
2 1813 4.35191E+07 0.25152 0.98459 0.37616 48.73440 5.0E+5
2 1814 4.35191E+09 0.35152 0.00791 0.48727 54.18900 5.0E+5
2 1815 4.35191E+08 0.45152 0.15077 0.59838 59.64360 5.0E+5
2 1816 4.35191E+10 0.07152 0.29363 0.70950 0.18420 5.0E+5
2 1817 2.44726E+07 0.17152 0.43648 0.82061 5.63880 5.0E+5
2 1818 2.44726E+09 0.27152 0.57934 0.93172 11.09340 5.0E+5
2 1819 2.44726E+08 0.37152 0.72220 0.05517 16.54800 5.0E+5
2 1820 2.44726E+10 0.47152 0.86506 0.16629 22.00260 5.0E+5
2 1821 7.73891E+07 0.09152 0.02832 0.27740 27.45720 5.0E+5
2 1822 7.73891E+09 0.19152 0.17118 0.38851 32.91180 5.0E+5
2 1823 7.73891E+08 0.29152 0.31404 0.49962 38.36640 5.0E+5
2 1824 7.73891E+10 0.39152 0.45689 0.61073 43.82100 5.0E+5
2 1825 1.19168E+07 0.49152 0.59975 0.72184 49.27560 5.0E+5
2 1826 1.19168E+09 0.01552 0.74261 0.83295 54.72960 5.0E+5
2 1827 1.19168E+08 0.11552 0.88546 0.94406 0.68040 5.0E+5
2 1828 1.19168E+10 0.21552 0.04873 0.06752 6.13500 5.0E+5
2 1829 3.76843E+07 0.31552 0.19159 0.17863 11.58960 5.0E+5
2 1830 3.76843E+09 0.41552 0.33444 0.28974 17.04420 5.0E+5
2 1831 3.76843E+08 0.03552 0.47730 0.40085 22.49820 5.0E+5
2 1832 3.76843E+10 0.13552 0.62016 0.51196 27.95280 5.0E+5
2 1833 2.11914E+07 0.23552 0.76302 0.62308 33.40740 5.0E+5
2 1834 2.11914E+09 0.33552 0.90587 0.73419 38.86200 5.0E+5
2 1835 2.11914E+08 0.43552 0.06914 0.84530 44.31660 5.0E+5
2 1836 2.11914E+10 0.05552 0.21200 0.95641 49.77120 5.0E+5
2 1837 6.70131E+07 0.15552 0.35485 0.07987 55.22580 5.0E+5
2 1838 6.70131E+09 0.25552 0.49771 0.19098 1.17600 5.0E+5
2 1839 6.70131E+08 0.35552 0.64057 0.30209 6.63060 5.0E+5
2 1840 6.70131E+10 0.45552 0.78342 0.41320 12.08520 5.0E+5
2 1841 1.58913E+07 0.07552 0.92628 0.52431 17.53980 5.0E+5
2 1842 1.58913E+09 0.17552 0.08955 0.63542 22.99440 5.0E+5
2 1843 1.58913E+08 0.27552 0.23240 0.74653 28.44900 5.0E+5
2 1844 1.58913E+10 0.37552 0.37526 0.85764 33.90360 5.0E+5
2 1845 5.02528E+07 0.47552 0.51812 0.96875 39.35820 5.0E+5
2 1846 5.02528E+09 0.09552 0.66097 0.09221 44.81280 5.0E+5
2 1847 5.02528E+08 0.19552 0.80383 0.20332 50.26680 5.0E+5
2 1848 5.02528E+10 0.29552 0.94669 0.31443 55.72140 5.0E+5
2 1849 2.82592E+07 0.39552 0.10995 0.42554 1.67220 5.0E+5
2 1850 2.82592E+09 0.49552 0.25281 0.53666 7.12680 5.0E+5
2 1851 2.82592E+08 0.01952 0.39567 0.64777 12.58140 5.0E+5
2 1852 2.82592E+10 0.11952 0.53853 0.75888 18.03540 5.0E+5
2 1853 8.93635E+07 0.21952 0.68138 0.86999 23.49000 5.0E+5
2 1854 8.93635E+09 0.31952 0.82424 0.98110 28.94460 5.0E+5
2 1855 8.93635E+08 0.41952 0.96710 0.10456 34.39920 5.0E+5
2 1856 8.93635E+10 0.03952 0.13036 0.21567 39.85380 5.0E+5
2 1857 1.10897E+07 0.13952 0.27322 0.32678 45.30840 5.0E+5
2 1858 1.10897E+09 0.23952 0.41608 0.43789 50.76300 5.0E+5
2 1859 1.10897E+08 0.33952 0.55893 0.54900 56.21760 5.0E+5
2 1860 1.10897E+10 0.43952 0.70179 0.66011 2.16780 5.0E+5
2 1861 3.50687E+07 0.05952 0.84465 0.77122 7.62240 5.0E+5
2 1862 3.50687E+09 0.15952 0.98751 0.88234 13.07700 5.0E+5
2 1863 3.50687E+08 0.25952 0.01083 0.99345 18.53160 5.0E+5
2 1864 3.50687E+10 0.35952 0.15369 0.00716 23.98620 5.0E+5
2 1865 1.97206E+07 0.45952 0.29654 0.11827 29.44080 5.0E+5
2 1866 1.97206E+09 0.07952 0.43940 0.22939 34.89540 5.0E+5
2 1867 1.97206E+08 0.17952 0.58226 0.34050 40.35000 5.0E+5
2 1868 1.97206E+10 0.27952 0.72511 0.45161 45.80400 5.0E+5
2 1869 6.23620E+07 0.37952 0.86797 0.56272 51.25860 5.0E+5
2 1870 6.23620E+09 0.47952 0.03124 0.67383 56.71320 5.0E+5
2 1871 6.23620E+08 0.09952 0.17409 0.78494 2.66400 5.0E+5
2 1872 6.23620E+10 0.19952 0.31695 0.89605 8.11800 5.0E+5
2 1873 1.47884E+07 0.29952 0.45981 0.01951 13.57260 5.0E+5
2 1874 1.47884E+09 0.39952 0.60267 0.13062 19.02720 5.0E+5
2 1875 1.47884E+08 0.49952 0.74552 0.24173 24.48180 5.0E+5
2 1876 1.47884E+10 0.00048 0.88838 0.35284 29.93640 5.0E+5
2 1877 4.67649E+07 0.10048 0.05165 0.46395 35.39100 5.0E+5
2 1878 4.67649E+09 0.20048 0.19450 0.57506 40.84560 5.0E+5
2 1879 4.67649E+08 0.30048 0.33736 0.68618 46.30020 5.0E+5
2 1880 4.67649E+10 0.40048 0.48022 0.79729 51.75480 5.0E+5
2 1881 2.62978E+07 0.02048 0.62307 0.90840 57.20940 5.0E+5
2 1882 2.62978E+09 0.12048 0.76593 0.03185 3.15960 5.0E+5
